,Date,D0,D1,Value
40482,1978-11,M1,EUR1,
40483,1978-11,M1,GBP1,3.341
40484,1978-11,M1,DKK100,32.3
40485,1978-11,M1,NOK100,33.6
40486,1978-11,M1,CZK100,
40487,1978-11,M1,HUF100,
40488,1978-11,M1,PLN100,
40489,1978-11,M1,RUB100,
40490,1978-11,M1,SEK100,38.85
40491,1978-11,M1,TRY100,
40492,1978-11,M1,USD1,1.72
40493,1978-11,M1,CAD1,1.4665
40494,1978-11,M1,ARS100,
40495,1978-11,M1,BRL100,
40496,1978-11,M1,MXN100,
40497,1978-11,M1,ZAR1,
40498,1978-11,M1,JPY100,0.87
40499,1978-11,M1,AUD1,
40500,1978-11,M1,CNY100,
40501,1978-11,M1,HKD100,
40502,1978-11,M1,KRW100,
40503,1978-11,M1,MYR100,
40504,1978-11,M1,NZD1,
40505,1978-11,M1,SGD100,
40506,1978-11,M1,THB100,
40507,1978-11,M1,XDR1,2.19427
40508,1978-12,M0,EUR1,
40509,1978-12,M0,GBP1,3.3285
40510,1978-12,M0,DKK100,31.9447
40511,1978-12,M0,NOK100,32.9289
40512,1978-12,M0,CZK100,
40513,1978-12,M0,HUF100,
40514,1978-12,M0,PLN100,
40515,1978-12,M0,RUB100,
40516,1978-12,M0,SEK100,38.2447
40517,1978-12,M0,TRY100,
40518,1978-12,M0,USD1,1.6773
40519,1978-12,M0,CAD1,1.4221
40520,1978-12,M0,ARS100,
40521,1978-12,M0,BRL100,
40522,1978-12,M0,MXN100,
40523,1978-12,M0,ZAR1,
40524,1978-12,M0,JPY100,0.8551049999999999
40525,1978-12,M0,AUD1,
40526,1978-12,M0,CNY100,
40527,1978-12,M0,HKD100,
40528,1978-12,M0,KRW100,
40529,1978-12,M0,MYR100,
40530,1978-12,M0,NZD1,
40531,1978-12,M0,SGD100,
40532,1978-12,M0,THB100,
40533,1978-12,M0,XDR1,2.153644
40534,1978-12,M1,EUR1,
40535,1978-12,M1,GBP1,3.2925
40536,1978-12,M1,DKK100,31.8
40537,1978-12,M1,NOK100,32.3
40538,1978-12,M1,CZK100,
40539,1978-12,M1,HUF100,
40540,1978-12,M1,PLN100,
40541,1978-12,M1,RUB100,
40542,1978-12,M1,SEK100,37.7
40543,1978-12,M1,TRY100,
40544,1978-12,M1,USD1,1.62
40545,1978-12,M1,CAD1,1.3645
40546,1978-12,M1,ARS100,
40547,1978-12,M1,BRL100,
40548,1978-12,M1,MXN100,
40549,1978-12,M1,ZAR1,
40550,1978-12,M1,JPY100,0.8320000000000001
40551,1978-12,M1,AUD1,
40552,1978-12,M1,CNY100,
40553,1978-12,M1,HKD100,
40554,1978-12,M1,KRW100,
40555,1978-12,M1,MYR100,
40556,1978-12,M1,NZD1,
40557,1978-12,M1,SGD100,
40558,1978-12,M1,THB100,
40559,1978-12,M1,XDR1,2.1072599999999997
40560,1979-01,M0,EUR1,
40561,1979-01,M0,GBP1,3.3480000000000003
40562,1979-01,M0,DKK100,32.55
40563,1979-01,M0,NOK100,32.9738
40564,1979-01,M0,CZK100,
40565,1979-01,M0,HUF100,
40566,1979-01,M0,PLN100,
40567,1979-01,M0,RUB100,
40568,1979-01,M0,SEK100,38.4333
40569,1979-01,M0,TRY100,
40570,1979-01,M0,USD1,1.6723
40571,1979-01,M0,CAD1,1.4055
40572,1979-01,M0,ARS100,
40573,1979-01,M0,BRL100,
40574,1979-01,M0,MXN100,
40575,1979-01,M0,ZAR1,
40576,1979-01,M0,JPY100,0.8457379999999999
40577,1979-01,M0,AUD1,
40578,1979-01,M0,CNY100,
40579,1979-01,M0,HKD100,
40580,1979-01,M0,KRW100,
40581,1979-01,M0,MYR100,
40582,1979-01,M0,NZD1,
40583,1979-01,M0,SGD100,
40584,1979-01,M0,THB100,
40585,1979-01,M0,XDR1,2.1602919999999997
40586,1979-01,M1,EUR1,
40587,1979-01,M1,GBP1,3.367
40588,1979-01,M1,DKK100,32.7
40589,1979-01,M1,NOK100,33.0
40590,1979-01,M1,CZK100,
40591,1979-01,M1,HUF100,
40592,1979-01,M1,PLN100,
40593,1979-01,M1,RUB100,
40594,1979-01,M1,SEK100,38.55
40595,1979-01,M1,TRY100,
40596,1979-01,M1,USD1,1.6865
40597,1979-01,M1,CAD1,1.4125
40598,1979-01,M1,ARS100,
40599,1979-01,M1,BRL100,
40600,1979-01,M1,MXN100,
40601,1979-01,M1,ZAR1,
40602,1979-01,M1,JPY100,0.838
40603,1979-01,M1,AUD1,
40604,1979-01,M1,CNY100,
40605,1979-01,M1,HKD100,
40606,1979-01,M1,KRW100,
40607,1979-01,M1,MYR100,
40608,1979-01,M1,NZD1,
40609,1979-01,M1,SGD100,
40610,1979-01,M1,THB100,
40611,1979-01,M1,XDR1,2.17047
40612,1979-02,M0,EUR1,
40613,1979-02,M0,GBP1,3.3548
40614,1979-02,M0,DKK100,32.5175
40615,1979-02,M0,NOK100,32.835
40616,1979-02,M0,CZK100,
40617,1979-02,M0,HUF100,
40618,1979-02,M0,PLN100,
40619,1979-02,M0,RUB100,
40620,1979-02,M0,SEK100,38.325
40621,1979-02,M0,TRY100,
40622,1979-02,M0,USD1,1.6739
40623,1979-02,M0,CAD1,1.3994
40624,1979-02,M0,ARS100,
40625,1979-02,M0,BRL100,
40626,1979-02,M0,MXN100,
40627,1979-02,M0,ZAR1,
40628,1979-02,M0,JPY100,0.8352350000000001
40629,1979-02,M0,AUD1,
40630,1979-02,M0,CNY100,
40631,1979-02,M0,HKD100,
40632,1979-02,M0,KRW100,
40633,1979-02,M0,MYR100,
40634,1979-02,M0,NZD1,
40635,1979-02,M0,SGD100,
40636,1979-02,M0,THB100,
40637,1979-02,M0,XDR1,2.156717
40638,1979-02,M1,EUR1,
40639,1979-02,M1,GBP1,3.373
40640,1979-02,M1,DKK100,32.2
40641,1979-02,M1,NOK100,32.8
40642,1979-02,M1,CZK100,
40643,1979-02,M1,HUF100,
40644,1979-02,M1,PLN100,
40645,1979-02,M1,RUB100,
40646,1979-02,M1,SEK100,38.2
40647,1979-02,M1,TRY100,
40648,1979-02,M1,USD1,1.6665
40649,1979-02,M1,CAD1,1.3955
40650,1979-02,M1,ARS100,
40651,1979-02,M1,BRL100,
40652,1979-02,M1,MXN100,
40653,1979-02,M1,ZAR1,
40654,1979-02,M1,JPY100,0.823
40655,1979-02,M1,AUD1,
40656,1979-02,M1,CNY100,
40657,1979-02,M1,HKD100,
40658,1979-02,M1,KRW100,
40659,1979-02,M1,MYR100,
40660,1979-02,M1,NZD1,
40661,1979-02,M1,SGD100,
40662,1979-02,M1,THB100,
40663,1979-02,M1,XDR1,2.14905
40664,1979-03,M0,EUR1,
40665,1979-03,M0,GBP1,3.4223
40666,1979-03,M0,DKK100,32.3364
40667,1979-03,M0,NOK100,32.9455
40668,1979-03,M0,CZK100,
40669,1979-03,M0,HUF100,
40670,1979-03,M0,PLN100,
40671,1979-03,M0,RUB100,
40672,1979-03,M0,SEK100,38.4568
40673,1979-03,M0,TRY100,
40674,1979-03,M0,USD1,1.6798
40675,1979-03,M0,CAD1,1.4302
40676,1979-03,M0,ARS100,
40677,1979-03,M0,BRL100,
40678,1979-03,M0,MXN100,
40679,1979-03,M0,ZAR1,
40680,1979-03,M0,JPY100,0.8146140000000001
40681,1979-03,M0,AUD1,
40682,1979-03,M0,CNY100,
40683,1979-03,M0,HKD100,
40684,1979-03,M0,KRW100,
40685,1979-03,M0,MYR100,
40686,1979-03,M0,NZD1,
40687,1979-03,M0,SGD100,
40688,1979-03,M0,THB100,
40689,1979-03,M0,XDR1,2.162845
40690,1979-03,M1,EUR1,
40691,1979-03,M1,GBP1,3.4885
40692,1979-03,M1,DKK100,32.5
40693,1979-03,M1,NOK100,33.1
40694,1979-03,M1,CZK100,
40695,1979-03,M1,HUF100,
40696,1979-03,M1,PLN100,
40697,1979-03,M1,RUB100,
40698,1979-03,M1,SEK100,38.7
40699,1979-03,M1,TRY100,
40700,1979-03,M1,USD1,1.6909999999999998
40701,1979-03,M1,CAD1,1.4575
40702,1979-03,M1,ARS100,
40703,1979-03,M1,BRL100,
40704,1979-03,M1,MXN100,
40705,1979-03,M1,ZAR1,
40706,1979-03,M1,JPY100,0.8065
40707,1979-03,M1,AUD1,
40708,1979-03,M1,CNY100,
40709,1979-03,M1,HKD100,
40710,1979-03,M1,KRW100,
40711,1979-03,M1,MYR100,
40712,1979-03,M1,NZD1,
40713,1979-03,M1,SGD100,
40714,1979-03,M1,THB100,
40715,1979-03,M1,XDR1,2.1770400000000003
40716,1979-04,M0,EUR1,
40717,1979-04,M0,GBP1,3.5537
40718,1979-04,M0,DKK100,32.4816
40719,1979-04,M0,NOK100,33.3237
40720,1979-04,M0,CZK100,
40721,1979-04,M0,HUF100,
40722,1979-04,M0,PLN100,
40723,1979-04,M0,RUB100,
40724,1979-04,M0,SEK100,39.0237
40725,1979-04,M0,TRY100,
40726,1979-04,M0,USD1,1.7139
40727,1979-04,M0,CAD1,1.4942
40728,1979-04,M0,ARS100,
40729,1979-04,M0,BRL100,
40730,1979-04,M0,MXN100,
40731,1979-04,M0,ZAR1,
40732,1979-04,M0,JPY100,0.792579
40733,1979-04,M0,AUD1,
40734,1979-04,M0,CNY100,
40735,1979-04,M0,HKD100,
40736,1979-04,M0,KRW100,
40737,1979-04,M0,MYR100,
40738,1979-04,M0,NZD1,
40739,1979-04,M0,SGD100,
40740,1979-04,M0,THB100,
40741,1979-04,M0,XDR1,2.191669
40742,1979-04,M1,EUR1,
40743,1979-04,M1,GBP1,3.545
40744,1979-04,M1,DKK100,32.4
40745,1979-04,M1,NOK100,33.25
40746,1979-04,M1,CZK100,
40747,1979-04,M1,HUF100,
40748,1979-04,M1,PLN100,
40749,1979-04,M1,RUB100,
40750,1979-04,M1,SEK100,39.1
40751,1979-04,M1,TRY100,
40752,1979-04,M1,USD1,1.723
40753,1979-04,M1,CAD1,1.5105
40754,1979-04,M1,ARS100,
40755,1979-04,M1,BRL100,
40756,1979-04,M1,MXN100,
40757,1979-04,M1,ZAR1,
40758,1979-04,M1,JPY100,0.7755
40759,1979-04,M1,AUD1,
40760,1979-04,M1,CNY100,
40761,1979-04,M1,HKD100,
40762,1979-04,M1,KRW100,
40763,1979-04,M1,MYR100,
40764,1979-04,M1,NZD1,
40765,1979-04,M1,SGD100,
40766,1979-04,M1,THB100,
40767,1979-04,M1,XDR1,2.19361
40768,1979-05,M0,EUR1,
40769,1979-05,M0,GBP1,3.5516
40770,1979-05,M0,DKK100,32.019
40771,1979-05,M0,NOK100,33.2548
40772,1979-05,M0,CZK100,
40773,1979-05,M0,HUF100,
40774,1979-05,M0,PLN100,
40775,1979-05,M0,RUB100,
40776,1979-05,M0,SEK100,39.269
40777,1979-05,M0,TRY100,
40778,1979-05,M0,USD1,1.7264
40779,1979-05,M0,CAD1,1.4929
40780,1979-05,M0,ARS100,
40781,1979-05,M0,BRL100,
40782,1979-05,M0,MXN100,
40783,1979-05,M0,ZAR1,
40784,1979-05,M0,JPY100,0.791238
40785,1979-05,M0,AUD1,
40786,1979-05,M0,CNY100,
40787,1979-05,M0,HKD100,
40788,1979-05,M0,KRW100,
40789,1979-05,M0,MYR100,
40790,1979-05,M0,NZD1,
40791,1979-05,M0,SGD100,
40792,1979-05,M0,THB100,
40793,1979-05,M0,XDR1,2.195097
40794,1979-05,M1,EUR1,
40795,1979-05,M1,GBP1,3.5580000000000003
40796,1979-05,M1,DKK100,31.45
40797,1979-05,M1,NOK100,33.25
40798,1979-05,M1,CZK100,
40799,1979-05,M1,HUF100,
40800,1979-05,M1,PLN100,
40801,1979-05,M1,RUB100,
40802,1979-05,M1,SEK100,39.35
40803,1979-05,M1,TRY100,
40804,1979-05,M1,USD1,1.7225
40805,1979-05,M1,CAD1,1.4835
40806,1979-05,M1,ARS100,
40807,1979-05,M1,BRL100,
40808,1979-05,M1,MXN100,
40809,1979-05,M1,ZAR1,
40810,1979-05,M1,JPY100,0.7825
40811,1979-05,M1,AUD1,
40812,1979-05,M1,CNY100,
40813,1979-05,M1,HKD100,
40814,1979-05,M1,KRW100,
40815,1979-05,M1,MYR100,
40816,1979-05,M1,NZD1,
40817,1979-05,M1,SGD100,
40818,1979-05,M1,THB100,
40819,1979-05,M1,XDR1,2.19271
40820,1979-06,M0,EUR1,
40821,1979-06,M0,GBP1,3.5862
40822,1979-06,M0,DKK100,31.275
40823,1979-06,M0,NOK100,32.9225
40824,1979-06,M0,CZK100,
40825,1979-06,M0,HUF100,
40826,1979-06,M0,PLN100,
40827,1979-06,M0,RUB100,
40828,1979-06,M0,SEK100,39.124
40829,1979-06,M0,TRY100,
40830,1979-06,M0,USD1,1.699
40831,1979-06,M0,CAD1,1.4493
40832,1979-06,M0,ARS100,
40833,1979-06,M0,BRL100,
40834,1979-06,M0,MXN100,
40835,1979-06,M0,ZAR1,
40836,1979-06,M0,JPY100,0.777025
40837,1979-06,M0,AUD1,
40838,1979-06,M0,CNY100,
40839,1979-06,M0,HKD100,
40840,1979-06,M0,KRW100,
40841,1979-06,M0,MYR100,
40842,1979-06,M0,NZD1,
40843,1979-06,M0,SGD100,
40844,1979-06,M0,THB100,
40845,1979-06,M0,XDR1,2.170753
40846,1979-06,M1,EUR1,
40847,1979-06,M1,GBP1,3.6010000000000004
40848,1979-06,M1,DKK100,31.2
40849,1979-06,M1,NOK100,32.6
40850,1979-06,M1,CZK100,
40851,1979-06,M1,HUF100,
40852,1979-06,M1,PLN100,
40853,1979-06,M1,RUB100,
40854,1979-06,M1,SEK100,38.8
40855,1979-06,M1,TRY100,
40856,1979-06,M1,USD1,1.6612
40857,1979-06,M1,CAD1,1.422
40858,1979-06,M1,ARS100,
40859,1979-06,M1,BRL100,
40860,1979-06,M1,MXN100,
40861,1979-06,M1,ZAR1,
40862,1979-06,M1,JPY100,0.7645
40863,1979-06,M1,AUD1,
40864,1979-06,M1,CNY100,
40865,1979-06,M1,HKD100,
40866,1979-06,M1,KRW100,
40867,1979-06,M1,MYR100,
40868,1979-06,M1,NZD1,
40869,1979-06,M1,SGD100,
40870,1979-06,M1,THB100,
40871,1979-06,M1,XDR1,2.14736
40872,1979-07,M0,EUR1,
40873,1979-07,M0,GBP1,3.7185
40874,1979-07,M0,DKK100,31.3636
40875,1979-07,M0,NOK100,32.6091
40876,1979-07,M0,CZK100,
40877,1979-07,M0,HUF100,
40878,1979-07,M0,PLN100,
40879,1979-07,M0,RUB100,
40880,1979-07,M0,SEK100,38.9841
40881,1979-07,M0,TRY100,
40882,1979-07,M0,USD1,1.6456
40883,1979-07,M0,CAD1,1.4141
40884,1979-07,M0,ARS100,
40885,1979-07,M0,BRL100,
40886,1979-07,M0,MXN100,
40887,1979-07,M0,ZAR1,
40888,1979-07,M0,JPY100,0.760023
40889,1979-07,M0,AUD1,
40890,1979-07,M0,CNY100,
40891,1979-07,M0,HKD100,
40892,1979-07,M0,KRW100,
40893,1979-07,M0,MYR100,
40894,1979-07,M0,NZD1,
40895,1979-07,M0,SGD100,
40896,1979-07,M0,THB100,
40897,1979-07,M0,XDR1,2.146138
40898,1979-07,M1,EUR1,
40899,1979-07,M1,GBP1,3.795
40900,1979-07,M1,DKK100,31.45
40901,1979-07,M1,NOK100,32.75
40902,1979-07,M1,CZK100,
40903,1979-07,M1,HUF100,
40904,1979-07,M1,PLN100,
40905,1979-07,M1,RUB100,
40906,1979-07,M1,SEK100,39.55
40907,1979-07,M1,TRY100,
40908,1979-07,M1,USD1,1.6637
40909,1979-07,M1,CAD1,1.425
40910,1979-07,M1,ARS100,
40911,1979-07,M1,BRL100,
40912,1979-07,M1,MXN100,
40913,1979-07,M1,ZAR1,
40914,1979-07,M1,JPY100,0.76
40915,1979-07,M1,AUD1,
40916,1979-07,M1,CNY100,
40917,1979-07,M1,HKD100,
40918,1979-07,M1,KRW100,
40919,1979-07,M1,MYR100,
40920,1979-07,M1,NZD1,
40921,1979-07,M1,SGD100,
40922,1979-07,M1,THB100,
40923,1979-07,M1,XDR1,2.16249
40924,1979-08,M0,EUR1,
40925,1979-08,M0,GBP1,3.7030000000000003
40926,1979-08,M0,DKK100,31.3818
40927,1979-08,M0,NOK100,32.8845
40928,1979-08,M0,CZK100,
40929,1979-08,M0,HUF100,
40930,1979-08,M0,PLN100,
40931,1979-08,M0,RUB100,
40932,1979-08,M0,SEK100,39.2091
40933,1979-08,M0,TRY100,
40934,1979-08,M0,USD1,1.6556
40935,1979-08,M0,CAD1,1.4139
40936,1979-08,M0,ARS100,
40937,1979-08,M0,BRL100,
40938,1979-08,M0,MXN100,
40939,1979-08,M0,ZAR1,
40940,1979-08,M0,JPY100,0.759591
40941,1979-08,M0,AUD1,
40942,1979-08,M0,CNY100,
40943,1979-08,M0,HKD100,
40944,1979-08,M0,KRW100,
40945,1979-08,M0,MYR100,
40946,1979-08,M0,NZD1,
40947,1979-08,M0,SGD100,
40948,1979-08,M0,THB100,
40949,1979-08,M0,XDR1,2.1533860000000002
40950,1979-08,M1,EUR1,
40951,1979-08,M1,GBP1,3.725
40952,1979-08,M1,DKK100,31.4
40953,1979-08,M1,NOK100,32.9
40954,1979-08,M1,CZK100,
40955,1979-08,M1,HUF100,
40956,1979-08,M1,PLN100,
40957,1979-08,M1,RUB100,
40958,1979-08,M1,SEK100,39.25
40959,1979-08,M1,TRY100,
40960,1979-08,M1,USD1,1.656
40961,1979-08,M1,CAD1,1.4169999999999998
40962,1979-08,M1,ARS100,
40963,1979-08,M1,BRL100,
40964,1979-08,M1,MXN100,
40965,1979-08,M1,ZAR1,
40966,1979-08,M1,JPY100,0.7515
40967,1979-08,M1,AUD1,
40968,1979-08,M1,CNY100,
40969,1979-08,M1,HKD100,
40970,1979-08,M1,KRW100,
40971,1979-08,M1,MYR100,
40972,1979-08,M1,NZD1,
40973,1979-08,M1,SGD100,
40974,1979-08,M1,THB100,
40975,1979-08,M1,XDR1,2.1559
40976,1979-09,M0,EUR1,
40977,1979-09,M0,GBP1,3.5497
40978,1979-09,M0,DKK100,31.0725
40979,1979-09,M0,NOK100,32.375
40980,1979-09,M0,CZK100,
40981,1979-09,M0,HUF100,
40982,1979-09,M0,PLN100,
40983,1979-09,M0,RUB100,
40984,1979-09,M0,SEK100,38.5275
40985,1979-09,M0,TRY100,
40986,1979-09,M0,USD1,1.6132
40987,1979-09,M0,CAD1,1.3849
40988,1979-09,M0,ARS100,
40989,1979-09,M0,BRL100,
40990,1979-09,M0,MXN100,
40991,1979-09,M0,ZAR1,
40992,1979-09,M0,JPY100,0.72655
40993,1979-09,M0,AUD1,
40994,1979-09,M0,CNY100,
40995,1979-09,M0,HKD100,
40996,1979-09,M0,KRW100,
40997,1979-09,M0,MYR100,
40998,1979-09,M0,NZD1,
40999,1979-09,M0,SGD100,
41000,1979-09,M0,THB100,
41001,1979-09,M0,XDR1,2.1021669999999997
41002,1979-09,M1,EUR1,
41003,1979-09,M1,GBP1,3.415
41004,1979-09,M1,DKK100,30.5
41005,1979-09,M1,NOK100,31.75
41006,1979-09,M1,CZK100,
41007,1979-09,M1,HUF100,
41008,1979-09,M1,PLN100,
41009,1979-09,M1,RUB100,
41010,1979-09,M1,SEK100,37.6
41011,1979-09,M1,TRY100,
41012,1979-09,M1,USD1,1.5335
41013,1979-09,M1,CAD1,1.338
41014,1979-09,M1,ARS100,
41015,1979-09,M1,BRL100,
41016,1979-09,M1,MXN100,
41017,1979-09,M1,ZAR1,
41018,1979-09,M1,JPY100,0.695
41019,1979-09,M1,AUD1,
41020,1979-09,M1,CNY100,
41021,1979-09,M1,HKD100,
41022,1979-09,M1,KRW100,
41023,1979-09,M1,MYR100,
41024,1979-09,M1,NZD1,
41025,1979-09,M1,SGD100,
41026,1979-09,M1,THB100,
41027,1979-09,M1,XDR1,2.04449
41028,1979-10,M0,EUR1,
41029,1979-10,M0,GBP1,3.4874
41030,1979-10,M0,DKK100,31.0326
41031,1979-10,M0,NOK100,32.6804
41032,1979-10,M0,CZK100,
41033,1979-10,M0,HUF100,
41034,1979-10,M0,PLN100,
41035,1979-10,M0,RUB100,
41036,1979-10,M0,SEK100,38.5957
41037,1979-10,M0,TRY100,
41038,1979-10,M0,USD1,1.6247
41039,1979-10,M0,CAD1,1.3829
41040,1979-10,M0,ARS100,
41041,1979-10,M0,BRL100,
41042,1979-10,M0,MXN100,
41043,1979-10,M0,ZAR1,
41044,1979-10,M0,JPY100,0.705457
41045,1979-10,M0,AUD1,
41046,1979-10,M0,CNY100,
41047,1979-10,M0,HKD100,
41048,1979-10,M0,KRW100,
41049,1979-10,M0,MYR100,
41050,1979-10,M0,NZD1,
41051,1979-10,M0,SGD100,
41052,1979-10,M0,THB100,
41053,1979-10,M0,XDR1,2.1130400000000003
41054,1979-10,M1,EUR1,
41055,1979-10,M1,GBP1,3.447
41056,1979-10,M1,DKK100,31.25
41057,1979-10,M1,NOK100,33.1
41058,1979-10,M1,CZK100,
41059,1979-10,M1,HUF100,
41060,1979-10,M1,PLN100,
41061,1979-10,M1,RUB100,
41062,1979-10,M1,SEK100,39.0
41063,1979-10,M1,TRY100,
41064,1979-10,M1,USD1,1.6605
41065,1979-10,M1,CAD1,1.4025
41066,1979-10,M1,ARS100,
41067,1979-10,M1,BRL100,
41068,1979-10,M1,MXN100,
41069,1979-10,M1,ZAR1,
41070,1979-10,M1,JPY100,0.6965
41071,1979-10,M1,AUD1,
41072,1979-10,M1,CNY100,
41073,1979-10,M1,HKD100,
41074,1979-10,M1,KRW100,
41075,1979-10,M1,MYR100,
41076,1979-10,M1,NZD1,
41077,1979-10,M1,SGD100,
41078,1979-10,M1,THB100,
41079,1979-10,M1,XDR1,2.1427400000000003
41080,1979-11,M0,EUR1,
41081,1979-11,M0,GBP1,3.5075
41082,1979-11,M0,DKK100,31.2818
41083,1979-11,M0,NOK100,32.7705
41084,1979-11,M0,CZK100,
41085,1979-11,M0,HUF100,
41086,1979-11,M0,PLN100,
41087,1979-11,M0,RUB100,
41088,1979-11,M0,SEK100,38.9568
41089,1979-11,M0,TRY100,
41090,1979-11,M0,USD1,1.6472
41091,1979-11,M0,CAD1,1.3952
41092,1979-11,M0,ARS100,
41093,1979-11,M0,BRL100,
41094,1979-11,M0,MXN100,
41095,1979-11,M0,ZAR1,
41096,1979-11,M0,JPY100,0.672409
41097,1979-11,M0,AUD1,
41098,1979-11,M0,CNY100,
41099,1979-11,M0,HKD100,
41100,1979-11,M0,KRW100,
41101,1979-11,M0,MYR100,
41102,1979-11,M0,NZD1,
41103,1979-11,M0,SGD100,
41104,1979-11,M0,THB100,
41105,1979-11,M0,XDR1,2.130386
41106,1979-11,M1,EUR1,
41107,1979-11,M1,GBP1,3.5439999999999996
41108,1979-11,M1,DKK100,30.15
41109,1979-11,M1,NOK100,32.55
41110,1979-11,M1,CZK100,
41111,1979-11,M1,HUF100,
41112,1979-11,M1,PLN100,
41113,1979-11,M1,RUB100,
41114,1979-11,M1,SEK100,38.6
41115,1979-11,M1,TRY100,
41116,1979-11,M1,USD1,1.614
41117,1979-11,M1,CAD1,1.379
41118,1979-11,M1,ARS100,
41119,1979-11,M1,BRL100,
41120,1979-11,M1,MXN100,
41121,1979-11,M1,ZAR1,
41122,1979-11,M1,JPY100,0.647
41123,1979-11,M1,AUD1,
41124,1979-11,M1,CNY100,
41125,1979-11,M1,HKD100,
41126,1979-11,M1,KRW100,
41127,1979-11,M1,MYR100,
41128,1979-11,M1,NZD1,
41129,1979-11,M1,SGD100,
41130,1979-11,M1,THB100,
41131,1979-11,M1,XDR1,2.10204
41132,1979-12,M0,EUR1,
41133,1979-12,M0,GBP1,3.5131
41134,1979-12,M0,DKK100,29.7471
41135,1979-12,M0,NOK100,32.1118
41136,1979-12,M0,CZK100,
41137,1979-12,M0,HUF100,
41138,1979-12,M0,PLN100,
41139,1979-12,M0,RUB100,
41140,1979-12,M0,SEK100,38.2294
41141,1979-12,M0,TRY100,
41142,1979-12,M0,USD1,1.5988
41143,1979-12,M0,CAD1,1.3687
41144,1979-12,M0,ARS100,
41145,1979-12,M0,BRL100,
41146,1979-12,M0,MXN100,
41147,1979-12,M0,ZAR1,
41148,1979-12,M0,JPY100,0.6642060000000001
41149,1979-12,M0,AUD1,
41150,1979-12,M0,CNY100,
41151,1979-12,M0,HKD100,
41152,1979-12,M0,KRW100,
41153,1979-12,M0,MYR100,
41154,1979-12,M0,NZD1,
41155,1979-12,M0,SGD100,
41156,1979-12,M0,THB100,
41157,1979-12,M0,XDR1,2.099243
41158,1979-12,M1,EUR1,
41159,1979-12,M1,GBP1,3.5375
41160,1979-12,M1,DKK100,29.6
41161,1979-12,M1,NOK100,32.0
41162,1979-12,M1,CZK100,
41163,1979-12,M1,HUF100,
41164,1979-12,M1,PLN100,
41165,1979-12,M1,RUB100,
41166,1979-12,M1,SEK100,38.1
41167,1979-12,M1,TRY100,
41168,1979-12,M1,USD1,1.58
41169,1979-12,M1,CAD1,1.3465
41170,1979-12,M1,ARS100,
41171,1979-12,M1,BRL100,
41172,1979-12,M1,MXN100,
41173,1979-12,M1,ZAR1,
41174,1979-12,M1,JPY100,0.6595
41175,1979-12,M1,AUD1,
41176,1979-12,M1,CNY100,
41177,1979-12,M1,HKD100,
41178,1979-12,M1,KRW100,
41179,1979-12,M1,MYR100,
41180,1979-12,M1,NZD1,
41181,1979-12,M1,SGD100,
41182,1979-12,M1,THB100,
41183,1979-12,M1,XDR1,2.1040099999999997
41184,1980-01,M0,EUR1,
41185,1980-01,M0,GBP1,3.6083
41186,1980-01,M0,DKK100,29.5524
41187,1980-01,M0,NOK100,32.4214
41188,1980-01,M0,CZK100,
41189,1980-01,M0,HUF100,
41190,1980-01,M0,PLN100,
41191,1980-01,M0,RUB100,
41192,1980-01,M0,SEK100,38.3952
41193,1980-01,M0,TRY100,
41194,1980-01,M0,USD1,1.5929
41195,1980-01,M0,CAD1,1.3683
41196,1980-01,M0,ARS100,
41197,1980-01,M0,BRL100,
41198,1980-01,M0,MXN100,
41199,1980-01,M0,ZAR1,
41200,1980-01,M0,JPY100,0.669905
41201,1980-01,M0,AUD1,
41202,1980-01,M0,CNY100,
41203,1980-01,M0,HKD100,
41204,1980-01,M0,KRW100,
41205,1980-01,M0,MYR100,
41206,1980-01,M0,NZD1,
41207,1980-01,M0,SGD100,
41208,1980-01,M0,THB100,
41209,1980-01,M0,XDR1,2.104262
41210,1980-01,M1,EUR1,
41211,1980-01,M1,GBP1,3.685
41212,1980-01,M1,DKK100,29.85
41213,1980-01,M1,NOK100,33.25
41214,1980-01,M1,CZK100,
41215,1980-01,M1,HUF100,
41216,1980-01,M1,PLN100,
41217,1980-01,M1,RUB100,
41218,1980-01,M1,SEK100,39.0
41219,1980-01,M1,TRY100,
41220,1980-01,M1,USD1,1.6255
41221,1980-01,M1,CAD1,1.3995
41222,1980-01,M1,ARS100,
41223,1980-01,M1,BRL100,
41224,1980-01,M1,MXN100,
41225,1980-01,M1,ZAR1,
41226,1980-01,M1,JPY100,0.6795
41227,1980-01,M1,AUD1,
41228,1980-01,M1,CNY100,
41229,1980-01,M1,HKD100,
41230,1980-01,M1,KRW100,
41231,1980-01,M1,MYR100,
41232,1980-01,M1,NZD1,
41233,1980-01,M1,SGD100,
41234,1980-01,M1,THB100,
41235,1980-01,M1,XDR1,2.1371599999999997
41236,1980-02,M0,EUR1,
41237,1980-02,M0,GBP1,3.7471
41238,1980-02,M0,DKK100,29.9762
41239,1980-02,M0,NOK100,33.5024
41240,1980-02,M0,CZK100,
41241,1980-02,M0,HUF100,
41242,1980-02,M0,PLN100,
41243,1980-02,M0,RUB100,
41244,1980-02,M0,SEK100,39.2238
41245,1980-02,M0,TRY100,
41246,1980-02,M0,USD1,1.6363
41247,1980-02,M0,CAD1,1.4152
41248,1980-02,M0,ARS100,
41249,1980-02,M0,BRL100,
