Date,year,month,DateNum,Exp_All_N,Exp_All_R,Exp_All_WMF,Exp_Chemistry_N,Exp_Chemistry_R,Exp_Chemistry_WMF,Exp_Clothing_N,Exp_Clothing_R,Exp_Clothing_WMF,Exp_Machines_N,Exp_Machines_R,Exp_Machines_WMF,Exp_Metals_N,Exp_Metals_R,Exp_Metals_WMF,Exp_PrecisionNarr_N,Exp_PrecisionNarr_R,Exp_PrecisionNarr_WMF,Exp_Watches_N,Exp_Watches_R,Exp_Watches_WMF,Imp_All_N,Imp_All_R,Imp_All_WMF,Imp_Chemistry_N,Imp_Chemistry_R,Imp_Chemistry_WMF,Imp_Clothing_N,Imp_Clothing_R,Imp_Clothing_WMF,Imp_Machines_N,Imp_Machines_R,Imp_Machines_WMF,Imp_Precision_N,Imp_Precision_R,Imp_Precision_WMF,Imp_Vehicles_N,Imp_Vehicles_R,Imp_Vehicles_WMF,TradeBal_All_WMF,EUR,USD,gEUR,gUSD
2015-09,2015,9,2015.6666666666667,-3.3,-2.7,17043.279,3.4,5.6,7119.614,-5,5.8,261.114,-10.1,-8.4,2666.797,-8.7,-2.5,1017.87,-2,-1,1212.935,-7.7,-10.3,1817.622,-8.5,-2,13912.316,-6,9.4,2924.515,-9.3,-6.5,854.646,-10.1,-9.9,2436,-3.9,-15.5,1783.713,6.5,12.1,1401.948,3130.963,1.0918,0.9716,1.2613615284733815,0.3615328994938549
2015-10,2015,10,2015.75,-4.6,-2.4,18871.437,3.6,5.8,7964.946,-4.9,3.3,284.736,-10.8,-7.5,2801.401,-11.9,-4.6,1061.836,-8.4,-3.8,1299.319,-12.1,-14.5,2005.63,-10.6,-3.3,14857.194,-6.2,4.6,3560.38,-7.2,-4.8,754.822,-7.5,-6.8,2679.953,-10.4,-8.7,1722.345,-9.3,-3.7,1487.534,4014.243,1.0879,0.9681,-0.3572082799047416,-0.36023054755043304
2015-11,2015,11,2015.8333333333333,1.4,3,18334.92,7.4,9.5,7716.608,5.8,16.3,290.719,-4.8,-1.7,2693.168,-4.5,2.7,1012.768,-1.5,3.7,1305.489,-4.9,-8.8,1966.708,6.2,10.6,15210.897,33.1,33.6,3954.368,3.9,6.4,699.128,0.3,-0.6,2727.858,5.7,3.3,1862.965,9.4,15.5,1406.575,3124.023,1.083,1.0087,-0.45040904494899614,4.193781634128713
2015-12,2015,12,2015.9166666666667,1.9,2.4,16145.417,17.8,13.4,6982.461,2.2,14.1,248.46,-7.4,-2.5,2589.28,-4.9,2.6,829.323,-4.7,1.2,1169.116,-3.6,-5.4,1739.723,-5.4,-0.9,13631.25,-3.1,-3.2,3425.904,0.5,4.3,657.158,-4.7,-5.1,2364.076,-2.4,-2.4,1813.42,-6.4,0.4,1288.46,2514.167,1.083,0.9958,0,-1.278873797957758
2016-01,2016,1,2016,-1.1,-4,16266.885,1.7,-4,7429.037,8.2,10.9,259.347,-10.3,-9.6,2138.492,-4,1,911.112,0.2,1.1,1147.02,-7.4,-11.5,1527.93,-2.5,-1.6,12809.303,-1.2,-0.2,3156.186,-3.6,-5.9,749.329,-4.8,-6.1,2151.64,-10.7,-13.7,1297.268,34.9,23.6,1544.101,3457.582,1.0932,1.0054,0.9418282548476542,0.9640490058244744
2016-02,2016,2,2016.0833333333333,7.6,3.5,17423.793,15.7,7.7,7620.87,15.3,19.1,267.893,1.7,-2.1,2428.405,4.7,7.6,1017.587,10.3,10.7,1265.062,-3.1,-10.7,1654.765,-1.1,0,13729.295,-12.6,-8,3117.499,12.2,8.2,856.122,3.9,2,2305.381,5.3,-2,1764.955,-5.4,-8.7,1325.795,3694.498,1.1018,0.993,0.7866813025978692,-1.2333399641933585
2016-03,2016,3,2016.1666666666667,-0.7,-4.1,17787.978,4.9,-1.7,7837.368,0.5,4.6,270.191,0,-2.1,2806.923,-3.7,-0.3,1050.854,-5.7,-6.3,1292.025,-16,-21.3,1475.338,1,-1.4,15704.046,14.7,17.2,3775.22,-1.4,-4,816.451,-4.1,-6.8,2410.498,-4.3,-20.5,2216.051,16.2,2.2,1968.361,2083.932,1.0921,0.9833,-0.8803775639861899,-0.976837865055391
2016-04,2016,4,2016.25,11.7,6.6,18016.006,29.2,18.2,8255.976,9.9,13.6,290.016,1.5,1.2,2603.818,5.7,8.7,1059.354,7.6,4.3,1302.738,-10.9,-15.1,1625.098,14.4,6.6,15597.507,35.2,18.5,4560.793,11.6,6.8,690.672,7.5,2.3,2418.728,9.9,-11.1,1601.447,24.2,11.7,1912.258,2418.499,1.0931,0.964,0.0915667063455583,-1.9627783992677728
2016-05,2016,5,2016.3333333333333,11,1.5,17232.846,27.9,6.1,7806.882,12,12.9,284.222,-1.5,-3.7,2382.583,6,7.1,990.041,11.3,7.9,1196.079,-9.1,-16.5,1562.403,14.6,10.1,13893.341,35.1,25,3292.711,18.2,13.6,663.198,7.5,2.5,2257.445,10.2,1.2,1760.564,22.6,11.4,1660.006,3339.505,1.1054,0.9772,1.1252401427133796,1.3692946058091238
2016-06,2016,6,2016.4166666666667,1.6,-5.7,18245.697,9,-4.9,8116.459,3.2,4.2,310.482,4.1,1.6,2898.111,1.9,2.2,1067.082,7,0.3,1342.349,-15.8,-21.9,1640.854,2.2,-2.7,14773.446,1.1,-6.4,3465.355,4.9,2.3,738.17,4.9,2.6,2521.855,-0.3,-16.4,1833.735,11.2,-0.4,1757.122,3472.251,1.0901,0.97,-1.3841143477474116,-0.7367990176013084
2016-07,2016,7,2016.5,-2.3,-6.5,17596.418,-0.8,-9.1,7574.903,-8.8,-10.2,267.833,-4.3,-4.5,2608.736,-2.1,-2.1,1031.536,-3.1,-8,1226.874,-14,-21.4,1643.345,2.3,0.3,14854.215,21,14.7,3821.101,-4.7,-8.4,787.207,-7.4,-10.3,2290.752,5.1,7.6,2143.231,6.7,-3.1,1658.571,2742.203,1.0867,0.9821,-0.3118979910100017,1.24742268041238
2016-08,2016,8,2016.5833333333333,12,4.6,16047.643,30.7,14.9,7795.807,11.3,5.8,237.009,-1.2,-2.5,2207.441,6,9.1,872.144,8.4,1.7,1068.881,-8.6,-11.2,1358.91,15,11.8,13198.907,44.3,30.6,3536.568,13.8,7.1,890.603,5.7,4.1,2166.786,6.3,2.3,1439.842,21.5,14.5,1244.289,2848.736,1.0876,0.9703,0.08281954541271563,-1.2015069748498086
2016-09,2016,9,2016.6666666666667,10.4,5.1,18824.121,19.3,6.7,8492.006,9.2,1,285.266,6,5.6,2826.338,6.3,8.2,1081.631,14.8,10.5,1392.472,-6.2,-12.3,1705.585,4.4,1.4,14527.76,18.9,8.4,3477.747,7.1,-0.1,915.197,0,0.1,2436.445,5.4,1.7,1879.996,0.8,-1.9,1412.943,4296.361,1.0922,0.9743,0.42294961382862706,0.4122436359888626
2016-10,2016,10,2016.75,-5.5,-9.8,17835.059,2.8,-7.6,8190.775,14.1,3.9,324.813,-9.5,-8.5,2534.795,-2.9,-0.9,1030.629,-4.2,-10.1,1244.597,-15.7,-21,1691.08,3,-0.8,15296.343,13.4,6.1,4037.549,11.8,2.5,843.922,-1.2,-0.9,2648.87,3.3,-7.7,1778.533,0,-4.9,1487.219,2538.716,1.0883,0.9867,-0.3570774583409597,1.27270861131068
2016-11,2016,11,2016.8333333333333,1.9,-0.5,18682.048,3.8,-0.6,8007.707,21.1,12.5,352.108,5.1,4.6,2829.69,7.5,9.6,1088.238,2.4,-2.3,1337.041,-5.5,-9.1,1859.454,0.7,-0.3,15323.157,-4.7,-6.5,3768.653,16.6,6.7,815.146,-1.6,-1.7,2683.351,-10.1,-9.4,1674.017,14.8,8.7,1614.512,3358.891,1.0759,0.9958,-1.139391711844162,0.9222661396574461
2016-12,2016,12,2016.9166666666667,2.3,1.4,16514.429,2.4,0.2,7149.627,27.7,18,317.28,8.7,6.4,2814.628,10.2,11.3,914.025,1.2,-4.1,1183.374,-4.5,-9.8,1661.826,1.5,-2.6,13834.758,5.6,2.5,3617.626,14.1,4,749.876,-0.1,1,2361.485,-13.8,-27.5,1563.459,16,10.6,1494.784,2679.671,1.0754,1.0193,-0.04647272051306883,2.3599116288411492
2017-01,2017,1,2017,12.5,8,18298.296,25.8,14.4,9346.483,17.8,6.9,305.622,4.2,5.2,2228.924,12.3,13.3,1023.345,1.9,-3.8,1168.502,-5.9,-11.4,1438.443,5.6,-0.2,13524.28,4.3,-1.1,3293.099,13.1,6.4,847.497,7,6.3,2302.224,17.3,-3.4,1521.206,-21.8,-21.5,1208.227,4774.016,1.0713,1.0086,-0.3812534870745732,-1.0497400176591953
2017-02,2017,2,2017.0833333333333,-1.8,-5.5,17101.939,2.8,-6.9,7836.936,10.8,-0.2,296.806,-0.8,0.3,2409.487,5.1,4.4,1069.134,-2.8,-9.9,1229.923,-9.6,-10.3,1496.579,2.7,-4.3,14100.496,12.1,1.2,3495.094,-1.6,-7.2,842.002,-1.8,-1.3,2262.903,-21.2,-33.4,1391.541,30.8,22.1,1734.292,3001.443,1.0659,1.0017,-0.504060487258462,-0.6841165972635288
2017-03,2017,3,2017.1666666666667,10.6,9.5,19678.748,12.6,9.1,8823.437,32.9,15.3,358.958,6.6,9.2,2991.445,22,21.3,1282.048,13.5,6.1,1466.431,7.8,4.3,1590.098,5.9,2,16628.937,1.4,-8.9,3827.116,19,9.4,971.37,11.3,13.9,2682.078,-0.6,1.8,2201.946,-5,-5.3,1869.503,3049.811,1.0706,1.0021,0.4409419270100301,0.03993211540380681
2017-04,2017,4,2017.25,-10.1,-12.3,16195.65,-11.2,-16.4,7332.428,6.2,-7.5,308.028,-12.5,-13.4,2278.213,-4.7,-5.8,1009.911,-12.3,-15.6,1141.906,-5.1,-7.8,1542.929,-8.6,-10,14257.552,-15,-20.6,3876.086,3,-6.2,711.441,-8,-6.6,2226.434,-15.3,-1.5,1356.899,-2,-0.2,1873.53,1938.098,1.0723,1.0008,0.15878946385203818,-0.12972757209860353
2017-05,2017,5,2017.3333333333333,13.9,11.7,19633.419,16.9,12.5,9129.496,32.3,14.7,375.93,7.3,8.4,2556.097,20.6,19,1194.266,11.1,3.8,1329.061,9.3,7.8,1707.823,17.4,13.2,16307.089,35.9,19.7,4476.291,23.7,11.7,820.108,12.7,14.8,2544.075,7.9,19.3,1900.441,5.6,8.1,1753.297,3326.33,1.0897,0.9867,1.6226802200876467,-1.4088729016786483
2017-06,2017,6,2017.4166666666667,3,2,18799.013,-3.7,-7.8,7817.783,22.8,7.1,381.426,-1.5,0.1,2853.361,11.7,9.6,1191.517,-0.2,-2.9,1339.374,5.6,4.6,1731.933,8.5,3.3,16034.516,24.8,3,4325.638,11.2,0.4,821.119,0.7,0.8,2539.486,25.8,36.1,2306.061,-9.3,-8,1594.399,2764.497,1.0875,0.9682,-0.20189042855831563,-1.8749366575453563
2017-07,2017,7,2017.5,4.3,-1,18346.668,10.3,-0.3,8355.08,26.9,13.2,339.874,-0.8,-0.6,2588.928,8.7,6.9,1121.418,-0.9,-5.5,1215.746,3.6,2.5,1702.548,-0.1,-2,14835.615,7.6,-0.2,4111.391,9,0.4,857.773,6.9,7.2,2449.87,-19.5,-14.3,1725.458,-18.1,-13.9,1357.88,3511.053,1.1054,0.9607,1.6459770114942485,-0.7746333402189554
