"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",118.6578,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2010_100","2010=100",126.2703,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","Q","Quarterly","2017-Q3","Q3-2017","IDX","Index","0","Units","2010_100","2010=100",127.5454,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units","2010_100","2010=100",75.43923,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units","2010_100","2010=100",82.35204,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units","2010_100","2010=100",78.48639,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units","2010_100","2010=100",95.27621,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2014-05","May-2014","IDX","Index","0","Units","2010_100","2010=100",85.9995,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units","2010_100","2010=100",87.48989,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units","2010_100","2010=100",84.48756,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units","2010_100","2010=100",87.22123,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units","2010_100","2010=100",88.31794,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units","2010_100","2010=100",99.0001,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2014-11","Nov-2014","IDX","Index","0","Units","2010_100","2010=100",93.12399,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2014-12","Dec-2014","IDX","Index","0","Units","2010_100","2010=100",91.13241,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",98.99001,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",103.035,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",107.6098,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",97.96281,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",101.1318,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",104.2106,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",104.7032,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",107.9701,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",108.1811,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",108.2858,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",111.9782,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",109.9257,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",114.4883,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",110.6274,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",108.9663,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",117.0269,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",118.175,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",116.215,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",116.7839,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",115.4481,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",122.9415,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",117.1449,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",122.0468,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",123.9747,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",122.1438,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",115.946,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",117.8837,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2010_100","2010=100",127.9403,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2010_100","2010=100",126.9542,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2010_100","2010=100",123.9165,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2010_100","2010=100",119.7476,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2010_100","2010=100",130.2875,,
"SLRTCR03","Passenger car registrations sa, Index","ESP","Spain","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units","2010_100","2010=100",132.6012,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",38.04521,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",54.21549,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",69.86319,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",35.96535,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",40.62809,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",42.88623,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",32.0758,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",44.96186,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",56.00624,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",57.45663,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",59.86072,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",69.66747,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",69.76488,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",67.20573,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",72.77135,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",80.47393,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2010_100","2010=100",89.90727,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units","2010_100","2010=100",31.96365,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units","2010_100","2010=100",33.58567,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units","2010_100","2010=100",42.34671,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units","2010_100","2010=100",40.72564,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2014-05","May-2014","IDX","Index","0","Units","2010_100","2010=100",42.22509,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units","2010_100","2010=100",38.93353,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units","2010_100","2010=100",45.1638,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units","2010_100","2010=100",44.04245,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units","2010_100","2010=100",39.45245,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units","2010_100","2010=100",41.19162,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2014-11","Nov-2014","IDX","Index","0","Units","2010_100","2010=100",30.91104,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2014-12","Dec-2014","IDX","Index","0","Units","2010_100","2010=100",24.12475,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",46.62668,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",52.93669,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",35.3222,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",58.53462,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",53.21231,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",56.27179,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",50.25285,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",58.58476,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",63.53227,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",49.22838,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",64.01064,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",66.34314,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",71.57405,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",67.06662,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",70.36176,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",62.75388,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",89.74755,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",56.7932,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",69.23969,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",63.76811,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",68.60941,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",75.10636,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",75.42541,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",67.78229,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",85.59452,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",80.87665,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",74.95063,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2010_100","2010=100",73.24685,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2010_100","2010=100",90.93948,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2010_100","2010=100",105.5355,,
"ODCNPI03","Permits issued for dwellings sa, Index","ESP","Spain","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2010_100","2010=100",92.98772,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",50.28343,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",70.89597,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",90.63927,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",48.67455,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",49.07764,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",52.95896,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",50.42257,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",59.35759,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",67.90221,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",73.85921,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",82.46487,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",89.12096,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",84.85863,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",87.32791,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",101.2496,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",104.3978,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units","2010_100","2010=100",46.39032,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units","2010_100","2010=100",65.65918,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units","2010_100","2010=100",33.97414,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units","2010_100","2010=100",48.20789,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2014-05","May-2014","IDX","Index","0","Units","2010_100","2010=100",47.69327,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units","2010_100","2010=100",51.33178,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units","2010_100","2010=100",52.72964,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units","2010_100","2010=100",55.6156,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units","2010_100","2010=100",50.53164,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units","2010_100","2010=100",50.12012,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2014-11","Nov-2014","IDX","Index","0","Units","2010_100","2010=100",46.9488,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2014-12","Dec-2014","IDX","Index","0","Units","2010_100","2010=100",54.19879,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",70.42647,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",46.5653,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",61.081,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",62.89299,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",65.37484,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",75.43877,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",69.84441,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",68.38381,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",83.34938,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",82.49821,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",83.60173,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",81.29467,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",78.40433,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",92.02319,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",96.93534,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",77.13406,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",89.70451,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",87.7373,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",86.11548,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",88.90371,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",86.96454,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",94.64066,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",92.36006,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",116.7481,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",119.3311,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",109.4681,,
"WSCNDW01","Work started for dwellings sa, Index","ESP","Spain","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",84.39423,,
"PRCNTO01","Production of total construction sa, Index","ESP","Spain","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",90.43333,,
"PRCNTO01","Production of total construction sa, Index","ESP","Spain","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",92.03333,,
"PRCNTO01","Production of total construction sa, Index","ESP","Spain","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",96.70834,,
"PRCNTO01","Production of total construction sa, Index","ESP","Spain","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",88.21812,,
"PRCNTO01","Production of total construction sa, Index","ESP","Spain","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",92.18711,,
"PRCNTO01","Production of total construction sa, Index","ESP","Spain","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",90.75294,,
"PRCNTO01","Production of total construction sa, Index","ESP","Spain","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",91.21988,,
"PRCNTO01","Production of total construction sa, Index","ESP","Spain","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",89.58559,,
"PRCNTO01","Production of total construction sa, Index","ESP","Spain","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",92.58734,,
"PRCNTO01","Production of total construction sa, Index","ESP","Spain","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",92.42058,,
"PRCNTO01","Production of total construction sa, Index","ESP","Spain","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",94.4551,,
